normalized_street_name_season,normalized_street_name,year,total_area,snowfall,snowfall_factor
1-west 166 street_2021,1-west 166 street,2021,5657.372334371111,493436.0150038483,87.22
1-west 166 street_2022,1-west 166 street,2022,5657.372334371111,286319.6138425219,50.61
1-west 167 street_2017,1-west 167 street,2017,5015.381487233333,380567.1472512653,75.88
1-west 167 street_2018,1-west 167 street,2018,5015.381487233333,413568.3574372607,82.46000000000001
1-west 167 street_2019,1-west 167 street,2019,5015.381487233333,252424.15025245363,50.32999999999999
1-west 167 street_2021,1-west 167 street,2021,5015.381487233333,437441.5733164913,87.22
1-west 167 street_2022,1-west 167 street,2022,5015.381487233333,253828.457068879,50.61000000000001
1-west 168 street_2017,1-west 168 street,2017,8537.38405028,647816.7017352463,75.88
1-west 168 street_2018,1-west 168 street,2018,8537.38405028,703992.6887860888,82.46000000000001
1-west 168 street_2019,1-west 168 street,2019,8537.38405028,429686.5392505924,50.330000000000005
1-west 168 street_2021,1-west 168 street,2021,8537.38405028,744630.6368654215,87.22
1-west 168 street_2022,1-west 168 street,2022,8537.38405028,432077.00678467075,50.61
1-west 169 street_2017,1-west 169 street,2017,6824.053535699999,517809.18228891585,75.88
1-west 169 street_2018,1-west 169 street,2018,6824.053535699999,562711.4545538219,82.46000000000001
1-west 169 street_2019,1-west 169 street,2019,6824.053535699999,343454.6144517809,50.33
1-west 169 street_2021,1-west 169 street,2021,6824.053535699999,595193.9493837538,87.21999999999998
1-west 169 street_2022,1-west 169 street,2022,6824.053535699999,345365.3494417769,50.61
1-west 17 street_2017,1-west 17 street,2017,17887.605998580002,1234602.5660219917,69.02
1-west 17 street_2018,1-west 17 street,2018,17887.605998580002,1441204.4153055907,80.57
1-west 17 street_2019,1-west 17 street,2019,17887.605998580002,828911.6619741971,46.33999999999999
1-west 17 street_2021,1-west 17 street,2021,17887.605998580002,1516332.360499627,84.77000000000001
1-west 17 street_2022,1-west 17 street,2022,17887.605998580002,853954.3103722094,47.74000000000001
1-west 170 street_2017,1-west 170 street,2017,8977.177866217777,681188.2564886049,75.88000000000001
1-west 170 street_2018,1-west 170 street,2018,8977.177866217777,740258.086848318,82.46000000000001
1-west 170 street_2019,1-west 170 street,2019,8977.177866217777,451821.3620067407,50.33
1-west 170 street_2021,1-west 170 street,2021,8977.177866217777,782989.4534915145,87.22000000000001
1-west 170 street_2022,1-west 170 street,2022,8977.177866217777,454334.97180928173,50.61000000000001
1-west 171 street_2017,1-west 171 street,2017,7260.0579871,550893.2000611479,75.88
1-west 171 street_2018,1-west 171 street,2018,7260.0579871,598664.381616266,82.46
1-west 171 street_2019,1-west 171 street,2019,7260.0579871,365398.71849074296,50.33
1-west 171 street_2021,1-west 171 street,2021,7260.0579871,633222.257634862,87.22
1-west 171 street_2022,1-west 171 street,2022,7260.0579871,367431.534727131,50.61
1-west 172 street_2017,1-west 172 street,2017,7585.709237433333,575603.6169364413,75.88
1-west 172 street_2018,1-west 172 street,2018,7585.709237433333,625517.5837187527,82.46000000000001
1-west 172 street_2019,1-west 172 street,2019,7585.709237433333,381788.74592001963,50.33
1-west 172 street_2021,1-west 172 street,2021,7585.709237433333,661625.5596889353,87.22
1-west 172 street_2022,1-west 172 street,2022,7585.709237433333,383912.74450650095,50.60999999999999
1-west 173 street_2017,1-west 173 street,2017,9985.848941657778,757726.2176929922,75.88
1-west 173 street_2018,1-west 173 street,2018,9985.848941657778,823433.1037291004,82.46000000000001
1-west 173 street_2019,1-west 173 street,2019,9985.848941657778,502587.7772336359,50.32999999999999
1-west 173 street_2021,1-west 173 street,2021,9985.848941657778,870965.7446913914,87.22
1-west 173 street_2022,1-west 173 street,2022,9985.848941657778,505383.81493730017,50.61000000000001
1-west 174 street_2017,1-west 174 street,2017,6582.059866505556,499446.70267044153,75.88
1-west 174 street_2018,1-west 174 street,2018,6582.059866505556,542756.6565920482,82.46000000000002
1-west 174 street_2019,1-west 174 street,2019,6582.059866505556,331275.07308122463,50.33
1-west 174 street_2021,1-west 174 street,2021,6582.059866505556,574087.2615566147,87.22000000000001
1-west 174 street_2022,1-west 174 street,2022,6582.059866505556,333118.0498438462,50.61
1-west 175 street_2017,1-west 175 street,2017,11468.956650766668,870264.4306601747,75.88
1-west 175 street_2018,1-west 175 street,2018,11468.956650766668,945730.1654222193,82.46
1-west 175 street_2019,1-west 175 street,2019,11468.956650766668,577232.5882330863,50.32999999999999
1-west 175 street_2021,1-west 175 street,2021,11468.956650766668,1000322.3990798688,87.22
1-west 175 street_2022,1-west 175 street,2022,11468.956650766668,580443.896095301,50.61
1-west 176 street_2017,1-west 176 street,2017,8230.650950966667,624541.7941593506,75.87999999999998
1-west 176 street_2018,1-west 176 street,2018,8230.650950966667,678699.4774167114,82.46000000000001
1-west 176 street_2019,1-west 176 street,2019,8230.650950966667,414248.6623621523,50.33
1-west 176 street_2021,1-west 176 street,2021,8230.650950966667,717877.3759433127,87.22
1-west 176 street_2022,1-west 176 street,2022,8230.650950966667,416553.244628423,50.61
1-west 176 street pedestrian opas_2017,1-west 176 street pedestrian opas,2017,0.0,0.0,
1-west 176 street pedestrian opas_2018,1-west 176 street pedestrian opas,2018,0.0,0.0,
1-west 176 street pedestrian opas_2019,1-west 176 street pedestrian opas,2019,0.0,0.0,
1-west 176 street pedestrian opas_2021,1-west 176 street pedestrian opas,2021,0.0,0.0,
1-west 176 street pedestrian opas_2022,1-west 176 street pedestrian opas,2022,0.0,0.0,
1-west 177 street_2017,1-west 177 street,2017,8448.872887794445,641100.4747258424,75.87999999999998
1-west 177 street_2018,1-west 177 street,2018,8448.872887794445,696694.0583275299,82.46
1-west 177 street_2019,1-west 177 street,2019,8448.872887794445,425231.77244269435,50.32999999999999
1-west 177 street_2021,1-west 177 street,2021,8448.872887794445,736910.6932734314,87.21999999999998
1-west 177 street_2022,1-west 177 street,2022,8448.872887794445,427597.4568512768,50.60999999999999
1-west 178 179 street ped opas_2017,1-west 178 179 street ped opas,2017,0.0,0.0,
1-west 178 179 street ped opas_2018,1-west 178 179 street ped opas,2018,0.0,0.0,
1-west 178 179 street ped opas_2019,1-west 178 179 street ped opas,2019,0.0,0.0,
1-west 178 179 street ped opas_2021,1-west 178 179 street ped opas,2021,0.0,0.0,
1-west 178 179 street ped opas_2022,1-west 178 179 street ped opas,2022,0.0,0.0,
1-west 178 street_2017,1-west 178 street,2017,13924.287612522221,1056574.944038186,75.88
1-west 178 street_2018,1-west 178 street,2018,13924.287612522221,1148196.7565285824,82.46000000000001
1-west 178 street_2019,1-west 178 street,2019,13924.287612522221,700809.3955382433,50.33
1-west 178 street_2021,1-west 178 street,2021,13924.287612522221,1214476.3655641882,87.22000000000001
1-west 178 street_2022,1-west 178 street,2022,13924.287612522221,704708.1960697495,50.60999999999999
1-west 179 street_2017,1-west 179 street,2017,12577.32625765889,954367.5164311565,75.88
1-west 179 street_2018,1-west 179 street,2018,12577.32625765889,1037126.3232065522,82.46000000000001
1-west 179 street_2019,1-west 179 street,2019,12577.32625765889,633016.8305479719,50.33
1-west 179 street_2021,1-west 179 street,2021,12577.32625765889,1096994.3961930082,87.21999999999998
1-west 179 street_2022,1-west 179 street,2022,12577.32625765889,636538.4819001164,50.61
1-west 18 street_2017,1-west 18 street,2017,19480.821462851112,1344566.2973659837,69.02
1-west 18 street_2018,1-west 18 street,2018,19480.821462851112,1569569.785261914,80.57
1-west 18 street_2019,1-west 18 street,2019,19480.821462851112,902741.2665885205,46.339999999999996
1-west 18 street_2021,1-west 18 street,2021,19480.821462851112,1651389.2354058889,84.77000000000001
1-west 18 street_2022,1-west 18 street,2022,19480.821462851112,930014.4166365121,47.74
1-west 180 street_2017,1-west 180 street,2017,9284.381069866668,704498.8355814827,75.88
1-west 180 street_2018,1-west 180 street,2018,9284.381069866668,765590.0630212055,82.46000000000001
1-west 180 street_2019,1-west 180 street,2019,9284.381069866668,467282.89924638934,50.33
1-west 180 street_2021,1-west 180 street,2021,9284.381069866668,809783.7169137707,87.21999999999998
1-west 180 street_2022,1-west 180 street,2022,9284.381069866668,469882.52594595205,50.61
1-west 181 street_2017,1-west 181 street,2017,16038.798934393333,1217024.063141766,75.88
1-west 181 street_2018,1-west 181 street,2018,16038.798934393333,1322559.3601300744,82.46000000000001
1-west 181 street_2019,1-west 181 street,2019,16038.798934393333,807232.7503680164,50.33
1-west 181 street_2021,1-west 181 street,2021,16038.798934393333,1398904.0430577865,87.22
1-west 181 street_2022,1-west 181 street,2022,16038.798934393333,811723.6140696466,50.61
1-west 181 street pedestrian opas_2017,1-west 181 street pedestrian opas,2017,0.0,0.0,
1-west 181 street pedestrian opas_2018,1-west 181 street pedestrian opas,2018,0.0,0.0,
1-west 181 street pedestrian opas_2019,1-west 181 street pedestrian opas,2019,0.0,0.0,
1-west 181 street pedestrian opas_2021,1-west 181 street pedestrian opas,2021,0.0,0.0,
1-west 181 street pedestrian opas_2022,1-west 181 street pedestrian opas,2022,0.0,0.0,
1-west 182 street_2017,1-west 182 street,2017,6426.096064438888,487612.1693696228,75.88
1-west 182 street_2018,1-west 182 street,2018,6426.096064438888,529895.8814736308,82.46000000000001
1-west 182 street_2019,1-west 182 street,2019,6426.096064438888,323425.41492320923,50.33
1-west 182 street_2021,1-west 182 street,2021,6426.096064438888,560484.0987403598,87.22
1-west 182 street_2022,1-west 182 street,2022,6426.096064438888,325224.7218212521,50.60999999999999
1-west 183 street_2017,1-west 183 street,2017,9282.880818140002,704384.9964804633,75.88
1-west 183 street_2018,1-west 183 street,2018,9282.880818140002,765466.3522638245,82.46
1-west 183 street_2019,1-west 183 street,2019,9282.880818140002,467207.39157698624,50.32999999999999
1-west 183 street_2021,1-west 183 street,2021,9282.880818140002,809652.8649581709,87.22
1-west 183 street_2022,1-west 183 street,2022,9282.880818140002,469806.5982060655,50.61
1-west 184 street_2017,1-west 184 street,2017,7314.822673222223,555048.7444441023,75.88
1-west 184 street_2018,1-west 184 street,2018,7314.822673222223,603180.2776339046,82.46000000000001
1-west 184 street_2019,1-west 184 street,2019,7314.822673222223,368155.02514327446,50.33
1-west 184 street_2021,1-west 184 street,2021,7314.822673222223,637998.8335584423,87.22
1-west 184 street_2022,1-west 184 street,2022,7314.822673222223,370203.1754917767,50.61000000000001
1-west 185 street_2017,1-west 185 street,2017,8770.856964697778,665532.6264812673,75.88
1-west 185 street_2018,1-west 185 street,2018,8770.856964697778,723244.8653089787,82.46
1-west 185 street_2019,1-west 185 street,2019,8770.856964697778,441437.2310332391,50.33
1-west 185 street_2021,1-west 185 street,2021,8770.856964697778,764994.1444609402,87.22
1-west 185 street_2022,1-west 185 street,2022,8770.856964697778,443893.07098335447,50.60999999999999
1-west 186 street_2017,1-west 186 street,2017,8767.826166196666,665302.649491003,75.88
1-west 186 street_2018,1-west 186 street,2018,8767.826166196666,722994.9456645772,82.46000000000001
1-west 186 street_2019,1-west 186 street,2019,8767.826166196666,441284.6909446782,50.33
1-west 186 street_2021,1-west 186 street,2021,8767.826166196666,764729.7982156732,87.22
1-west 186 street_2022,1-west 186 street,2022,8767.826166196666,443739.68227121327,50.61
1-west 187 street_2017,1-west 187 street,2017,15477.923552988887,1174464.8392007966,75.88
1-west 187 street_2018,1-west 187 street,2018,15477.923552988887,1276309.5761794636,82.46000000000001
1-west 187 street_2019,1-west 187 street,2019,15477.923552988887,779003.8924219306,50.32999999999999
1-west 187 street_2021,1-west 187 street,2021,15477.923552988887,1349984.4922916905,87.21999999999998
1-west 187 street_2022,1-west 187 street,2022,15477.923552988887,783337.7110167675,50.61
1-west 188 street_2017,1-west 188 street,2017,5101.677338566667,387115.27645043866,75.88
1-west 188 street_2018,1-west 188 street,2018,5101.677338566667,420684.3133382074,82.46000000000001
1-west 188 street_2019,1-west 188 street,2019,5101.677338566667,256767.4204500603,50.33
1-west 188 street_2021,1-west 188 street,2021,5101.677338566667,444968.2974697847,87.22
1-west 188 street_2022,1-west 188 street,2022,5101.677338566667,258195.890104859,50.61
1-west 189 street_2017,1-west 189 street,2017,6735.749894797778,511108.7020172554,75.88
1-west 189 street_2018,1-west 189 street,2018,6735.749894797778,555429.9363250249,82.46000000000002
1-west 189 street_2019,1-west 189 street,2019,6735.749894797778,339010.2922051722,50.33
1-west 189 street_2021,1-west 189 street,2021,6735.749894797778,587492.1058242623,87.22
1-west 189 street_2022,1-west 189 street,2022,6735.749894797778,340896.30217571557,50.61
1-west 19 street_2017,1-west 19 street,2017,20142.032888433332,1390203.1099596685,69.02
1-west 19 street_2018,1-west 19 street,2018,20142.032888433332,1622843.5898210735,80.57
1-west 19 street_2019,1-west 19 street,2019,20142.032888433332,933381.8040500006,46.34
1-west 19 street_2021,1-west 19 street,2021,20142.032888433332,1707440.127952494,84.77000000000002
1-west 19 street_2022,1-west 19 street,2022,20142.032888433332,961580.6500938075,47.74000000000001
1-west 190 street_2017,1-west 190 street,2017,9636.061675777779,731184.3599580177,75.87999999999998
1-west 190 street_2018,1-west 190 street,2018,9636.061675777779,794589.6457846357,82.46000000000001
1-west 190 street_2019,1-west 190 street,2019,9636.061675777779,484982.98414189555,50.32999999999999
1-west 190 street_2021,1-west 190 street,2021,9636.061675777779,840457.2993613378,87.21999999999998
1-west 190 street_2022,1-west 190 street,2022,9636.061675777779,487681.0814111133,50.60999999999999
1-west 191 street_2017,1-west 191 street,2017,2758.186509666667,209291.1923535067,75.88
1-west 191 street_2018,1-west 191 street,2018,2758.186509666667,227440.05958711338,82.46000000000001
1-west 191 street_2019,1-west 191 street,2019,2758.186509666667,138819.52703152332,50.32999999999999
1-west 191 street_2021,1-west 191 street,2021,2758.186509666667,240569.0273731267,87.22
1-west 191 street_2022,1-west 191 street,2022,2758.186509666667,139591.81925423,50.61
1-west 192 street_2017,1-west 192 street,2017,3556.054073084444,269833.3830656476,75.88
1-west 192 street_2018,1-west 192 street,2018,3556.054073084444,293232.21886654326,82.46
1-west 192 street_2019,1-west 192 street,2019,3556.054073084444,178976.20149834006,50.33
1-west 192 street_2021,1-west 192 street,2021,3556.054073084444,310159.03625442524,87.22000000000001
1-west 192 street_2022,1-west 192 street,2022,3556.054073084444,179971.8966388037,50.61
1-west 193 street_2017,1-west 193 street,2017,2386.4763705,181085.82699354002,75.88000000000001
1-west 193 street_2018,1-west 193 street,2018,2386.4763705,196788.84151143004,82.46000000000002
1-west 193 street_2019,1-west 193 street,2019,2386.4763705,120111.35572726499,50.33
1-west 193 street_2021,1-west 193 street,2021,2386.4763705,208148.46903501,87.22
1-west 193 street_2022,1-west 193 street,2022,2386.4763705,120779.56911100501,50.61000000000001
1-west 196 street_2017,1-west 196 street,2017,1242.9861797666665,94317.79132069465,75.88
1-west 196 street_2018,1-west 196 street,2018,1242.9861797666665,102496.64038355934,82.46000000000001
1-west 196 street_2019,1-west 196 street,2019,1242.9861797666665,62559.494427656326,50.33
1-west 196 street_2021,1-west 196 street,2021,1242.9861797666665,108413.25459924866,87.22
1-west 196 street_2022,1-west 196 street,2022,1242.9861797666665,62907.53055799099,50.61
1-west 20 street_2017,1-west 20 street,2017,21696.744103359997,1497509.278013907,69.02
1-west 20 street_2018,1-west 20 street,2018,21696.744103359997,1748106.6724077147,80.56999999999998
1-west 20 street_2019,1-west 20 street,2019,21696.744103359997,1005427.1217497023,46.339999999999996
1-west 20 street_2021,1-west 20 street,2021,21696.744103359997,1839232.997641827,84.77
1-west 20 street_2022,1-west 20 street,2022,21696.744103359997,1035802.5634944064,47.74000000000001
1-west 201 street_2017,1-west 201 street,2017,2881.302363775556,218633.22336328914,75.87999999999998
1-west 201 street_2018,1-west 201 street,2018,2881.302363775556,237592.19291693237,82.46000000000001
1-west 201 street_2019,1-west 201 street,2019,2881.302363775556,145015.94796882372,50.33
1-west 201 street_2021,1-west 201 street,2021,2881.302363775556,251307.19216850394,87.21999999999998
1-west 201 street_2022,1-west 201 street,2022,2881.302363775556,145822.71263068088,50.61
1-west 202 street_2017,1-west 202 street,2017,2874.2108120666667,218095.11641961866,75.88
1-west 202 street_2018,1-west 202 street,2018,2874.2108120666667,237007.42356301736,82.46000000000001
1-west 202 street_2019,1-west 202 street,2019,2874.2108120666667,144659.03017131533,50.33
1-west 202 street_2021,1-west 202 street,2021,2874.2108120666667,250688.66702845466,87.22
1-west 202 street_2022,1-west 202 street,2022,2874.2108120666667,145463.80919869398,50.60999999999999
1-west 203 street_2017,1-west 203 street,2017,3228.297388142222,244963.20581223178,75.88
1-west 203 street_2018,1-west 203 street,2018,3228.297388142222,266205.4026262077,82.46000000000001
1-west 203 street_2019,1-west 203 street,2019,3228.297388142222,162480.20754519803,50.33
1-west 203 street_2021,1-west 203 street,2021,3228.297388142222,281572.0981937646,87.22
1-west 203 street_2022,1-west 203 street,2022,3228.297388142222,163384.13081387788,50.61000000000001
1-west 204 street_2017,1-west 204 street,2017,12154.134284082224,922255.7094761591,75.88
1-west 204 street_2018,1-west 204 street,2018,12154.134284082224,1002229.9130654202,82.46000000000001
1-west 204 street_2019,1-west 204 street,2019,12154.134284082224,611717.5785178583,50.33
1-west 204 street_2021,1-west 204 street,2021,12154.134284082224,1060083.5922576515,87.22
1-west 204 street_2022,1-west 204 street,2022,12154.134284082224,615120.7361174013,50.60999999999999
1-west 205 street_2017,1-west 205 street,2017,2858.7331433599998,216920.67091815677,75.88
1-west 205 street_2018,1-west 205 street,2018,2858.7331433599998,235731.13500146562,82.46000000000001
1-west 205 street_2019,1-west 205 street,2019,2858.7331433599998,143880.0391053088,50.330000000000005
1-west 205 street_2021,1-west 205 street,2021,2858.7331433599998,249338.7047638592,87.22
1-west 205 street_2022,1-west 205 street,2022,2858.7331433599998,144680.48438544958,50.61
1-west 206 street_2017,1-west 206 street,2017,3723.5726481355555,282544.6925405259,75.88
1-west 206 street_2018,1-west 206 street,2018,3723.5726481355555,307045.8005652579,82.46
1-west 206 street_2019,1-west 206 street,2019,3723.5726481355555,187407.4113806625,50.33
1-west 206 street_2021,1-west 206 street,2021,3723.5726481355555,324770.00637038314,87.22
1-west 206 street_2022,1-west 206 street,2022,3723.5726481355555,188450.01172214045,50.61
1-west 207 street_2017,1-west 207 street,2017,15308.329743866667,1161596.0609646025,75.88
1-west 207 street_2018,1-west 207 street,2018,15308.329743866667,1262324.8706792453,82.46
1-west 207 street_2019,1-west 207 street,2019,15308.329743866667,770468.2360088093,50.33
1-west 207 street_2021,1-west 207 street,2021,15308.329743866667,1335192.5202600507,87.22
1-west 207 street_2022,1-west 207 street,2022,15308.329743866667,774754.568337092,50.60999999999999
1-west 21 street_2017,1-west 21 street,2017,21341.55425476889,1472994.0746641485,69.02
1-west 21 street_2018,1-west 21 street,2018,21341.55425476889,1719489.026306729,80.56999999999998
1-west 21 street_2019,1-west 21 street,2019,21341.55425476889,988967.6241659903,46.339999999999996
1-west 21 street_2021,1-west 21 street,2021,21341.55425476889,1809123.554176759,84.77000000000001
1-west 21 street_2022,1-west 21 street,2022,21341.55425476889,1018845.8001226669,47.74
1-west 211 street_2017,1-west 211 street,2017,2827.014158366667,214513.83433686267,75.88
1-west 211 street_2018,1-west 211 street,2018,2827.014158366667,233115.58749891538,82.46000000000001
1-west 211 street_2019,1-west 211 street,2019,2827.014158366667,142283.62259059434,50.33
1-west 211 street_2021,1-west 211 street,2021,2827.014158366667,246572.17489274067,87.22
1-west 211 street_2022,1-west 211 street,2022,2827.014158366667,143075.186554937,50.61
1-west 212 street_2017,1-west 212 street,2017,2090.3792011,158617.97377946798,75.88
1-west 212 street_2018,1-west 212 street,2018,2090.3792011,172372.668922706,82.46000000000001
1-west 212 street_2019,1-west 212 street,2019,2090.3792011,105208.785191363,50.33
1-west 212 street_2021,1-west 212 street,2021,2090.3792011,182322.873919942,87.22
1-west 212 street_2022,1-west 212 street,2022,2090.3792011,105794.091367671,50.61
1-west 213 street_2017,1-west 213 street,2017,1547.2651956666666,117406.48304718666,75.88
1-west 213 street_2018,1-west 213 street,2018,1547.2651956666666,127587.48803467334,82.46000000000001
1-west 213 street_2019,1-west 213 street,2019,1547.2651956666666,77873.85729790333,50.330000000000005
1-west 213 street_2021,1-west 213 street,2021,1547.2651956666666,134952.47036604665,87.21999999999998
1-west 213 street_2022,1-west 213 street,2022,1547.2651956666666,78307.09155268999,50.61
1-west 214 street_2017,1-west 214 street,2017,4459.182557633333,338362.7724732173,75.88
1-west 214 street_2018,1-west 214 street,2018,4459.182557633333,367704.19370244467,82.46000000000001
1-west 214 street_2019,1-west 214 street,2019,4459.182557633333,224430.65812568564,50.33
1-west 214 street_2021,1-west 214 street,2021,4459.182557633333,388929.9026767793,87.22
1-west 214 street_2022,1-west 214 street,2022,4459.182557633333,225679.229241823,50.61
1-west 215 street_2017,1-west 215 street,2017,14880.080232068889,1129100.4880093872,75.88
1-west 215 street_2018,1-west 215 street,2018,14880.080232068889,1227011.4159364006,82.46000000000001
1-west 215 street_2019,1-west 215 street,2019,14880.080232068889,748914.4380800272,50.330000000000005
1-west 215 street_2021,1-west 215 street,2021,14880.080232068889,1297840.5978410486,87.22000000000001
1-west 215 street_2022,1-west 215 street,2022,14880.080232068889,753080.8605450065,50.61
1-west 216 street_2017,1-west 216 street,2017,3943.4226904000006,299226.9137475521,75.88000000000001
1-west 216 street_2018,1-west 216 street,2018,3943.4226904000006,325174.6350503841,82.46000000000001
1-west 216 street_2019,1-west 216 street,2019,3943.4226904000006,198472.46400783202,50.33
1-west 216 street_2021,1-west 216 street,2021,3943.4226904000006,343945.327056688,87.21999999999998
1-west 216 street_2022,1-west 216 street,2022,3943.4226904000006,199576.62236114405,50.61000000000001
1-west 217 street_2017,1-west 217 street,2017,1336.8821220666666,101442.61542241866,75.88
1-west 217 street_2018,1-west 217 street,2018,1336.8821220666666,110239.29978561733,82.46000000000001
1-west 217 street_2019,1-west 217 street,2019,1336.8821220666666,67285.27720361533,50.33
1-west 217 street_2021,1-west 217 street,2021,1336.8821220666666,116602.85868665467,87.22
1-west 217 street_2022,1-west 217 street,2022,1336.8821220666666,67659.604197794,50.61000000000001
1-west 218 street_2017,1-west 218 street,2017,10949.661352406665,830860.3034206177,75.88
1-west 218 street_2018,1-west 218 street,2018,10949.661352406665,902909.0751194537,82.46000000000001
1-west 218 street_2019,1-west 218 street,2019,10949.661352406665,551096.4558666274,50.32999999999999
1-west 218 street_2021,1-west 218 street,2021,10949.661352406665,955029.4631569093,87.22
1-west 218 street_2022,1-west 218 street,2022,10949.661352406665,554162.3610453013,50.61
1-west 219 street_2017,1-west 219 street,2017,3832.746069582223,290828.7717598991,75.88000000000001
1-west 219 street_2018,1-west 219 street,2018,3832.746069582223,316048.24089775013,82.46000000000001
1-west 219 street_2019,1-west 219 street,2019,3832.746069582223,192902.10968207326,50.33
1-west 219 street_2021,1-west 219 street,2021,3832.746069582223,334292.1121889615,87.22
1-west 219 street_2022,1-west 219 street,2022,3832.746069582223,193975.27858155628,50.60999999999999
1-west 22 street_2017,1-west 22 street,2017,21646.223526746668,1494022.347816055,69.02
1-west 22 street_2018,1-west 22 street,2018,21646.223526746668,1744036.2295499789,80.57
1-west 22 street_2019,1-west 22 street,2019,21646.223526746668,1003085.9982294405,46.339999999999996
1-west 22 street_2021,1-west 22 street,2021,21646.223526746668,1834950.3683623152,84.77000000000001
1-west 22 street_2022,1-west 22 street,2022,21646.223526746668,1033390.7111668861,47.74000000000001
1-west 220 street_2017,1-west 220 street,2017,2630.7031898777777,199617.75804792577,75.88
1-west 220 street_2018,1-west 220 street,2018,2630.7031898777777,216927.7850373216,82.46000000000002
1-west 220 street_2019,1-west 220 street,2019,2630.7031898777777,132403.29154654857,50.330000000000005
1-west 220 street_2021,1-west 220 street,2021,2630.7031898777777,229449.93222113978,87.22
1-west 220 street_2022,1-west 220 street,2022,2630.7031898777777,133139.88843971433,50.61
1-west 225 street_2017,1-west 225 street,2017,9286.355384397779,704648.6465681033,75.87999999999998
1-west 225 street_2018,1-west 225 street,2018,9286.355384397779,765752.8649974408,82.46
1-west 225 street_2019,1-west 225 street,2019,9286.355384397779,467382.26649674017,50.33
1-west 225 street_2021,1-west 225 street,2021,9286.355384397779,809955.9166271741,87.21999999999998
1-west 225 street_2022,1-west 225 street,2022,9286.355384397779,469982.44600437157,50.61
1-west 227 street_2017,1-west 227 street,2017,1435.2860243333334,108909.50352641332,75.87999999999998
1-west 227 street_2018,1-west 227 street,2018,1435.2860243333334,118353.68556652668,82.46000000000001
1-west 227 street_2019,1-west 227 street,2019,1435.2860243333334,72237.94560469667,50.33
1-west 227 street_2021,1-west 227 street,2021,1435.2860243333334,125185.64704235333,87.22
1-west 227 street_2022,1-west 227 street,2022,1435.2860243333334,72639.82569151,50.61
1-west 228 street_2017,1-west 228 street,2017,3415.919804193333,259199.99474219012,75.88
1-west 228 street_2018,1-west 228 street,2018,3415.919804193333,281676.7470537823,82.46000000000001
1-west 228 street_2019,1-west 228 street,2019,3415.919804193333,171923.24374505048,50.330000000000005
1-west 228 street_2021,1-west 228 street,2021,3415.919804193333,297936.5253217425,87.22
1-west 228 street_2022,1-west 228 street,2022,3415.919804193333,172879.7012902246,50.61
1-west 23 street_2017,1-west 23 street,2017,39561.60803757555,2730542.1867534644,69.02
1-west 23 street_2018,1-west 23 street,2018,39561.60803757555,3187478.7595874616,80.57
1-west 23 street_2019,1-west 23 street,2019,39561.60803757555,1833284.9164612507,46.339999999999996
1-west 23 street_2021,1-west 23 street,2021,39561.60803757555,3353637.5133452797,84.77000000000001
1-west 23 street_2022,1-west 23 street,2022,39561.60803757555,1888671.167713857,47.74000000000001
1-west 24 street_2017,1-west 24 street,2017,24826.037168964445,1713493.085401926,69.02
1-west 24 street_2018,1-west 24 street,2018,24826.037168964445,2000233.8147034654,80.57000000000001
1-west 24 street_2019,1-west 24 street,2019,24826.037168964445,1150438.5624098124,46.339999999999996
1-west 24 street_2021,1-west 24 street,2021,24826.037168964445,2104503.1708131162,84.77000000000001
1-west 24 street_2022,1-west 24 street,2022,24826.037168964445,1185195.0144463629,47.74000000000001
1-west 25 street_2017,1-west 25 street,2017,19848.140093404447,1369918.6292467748,69.02
1-west 25 street_2018,1-west 25 street,2018,19848.140093404447,1599164.6473255963,80.57000000000001
1-west 25 street_2019,1-west 25 street,2019,19848.140093404447,919762.811928362,46.339999999999996
1-west 25 street_2021,1-west 25 street,2021,19848.140093404447,1682526.835717895,84.77000000000001
1-west 25 street_2022,1-west 25 street,2022,19848.140093404447,947550.2080591286,47.740000000000016
1-west 26 street_2017,1-west 26 street,2017,23308.862355173336,1608777.6797540635,69.02
1-west 26 street_2018,1-west 26 street,2018,23308.862355173336,1877995.0399563154,80.57
1-west 26 street_2019,1-west 26 street,2019,23308.862355173336,1080132.6815387323,46.339999999999996
1-west 26 street_2021,1-west 26 street,2021,23308.862355173336,1975892.261848044,84.77000000000001
1-west 26 street_2022,1-west 26 street,2022,23308.862355173336,1112765.0888359754,47.740000000000016
1-west 27 drive_2017,1-west 27 drive,2017,2269.7230626155556,156656.28578172563,69.02
1-west 27 drive_2018,1-west 27 drive,2018,2269.7230626155556,182871.5871549353,80.57
1-west 27 drive_2019,1-west 27 drive,2019,2269.7230626155556,105178.96672160484,46.339999999999996
1-west 27 drive_2021,1-west 27 drive,2021,2269.7230626155556,192404.42401792065,84.77
1-west 27 drive_2022,1-west 27 drive,2022,2269.7230626155556,108356.57900926663,47.74
1-west 27 street_2017,1-west 27 street,2017,20096.750304208887,1387077.7059964973,69.02
1-west 27 street_2018,1-west 27 street,2018,20096.750304208887,1619195.1720101098,80.57
1-west 27 street_2019,1-west 27 street,2019,20096.750304208887,931283.4090970397,46.339999999999996
1-west 27 street_2021,1-west 27 street,2021,20096.750304208887,1703601.5232877876,84.77000000000001
1-west 27 street_2022,1-west 27 street,2022,20096.750304208887,959418.8595229326,47.740000000000016
