normalized_street_name_season,snap_count,coverage,average_coverage
2-mayflower avenue_2024,580,232.8,0.4013793103448276
2-mayflower avenue_2025,2,0.0,0.0
2-mc gowan street_2017,156,0.0,0.0
2-mc gowan street_2018,285,1.8,0.00631578947368421
2-mc gowan street_2019,84,0.0,0.0
2-mc gowan street_2021,146,0.0,0.0
2-mc gowan street_2022,84,0.0,0.0
2-mc gowan street_2024,29,0.0,0.0
2-mc owen avenue_2017,306,92.3,0.30163398692810456
2-mc owen avenue_2018,572,173.0,0.30244755244755245
2-mc owen avenue_2019,168,54.9,0.3267857142857143
2-mc owen avenue_2021,292,124.5,0.4263698630136986
2-mc owen avenue_2022,170,65.2,0.3835294117647059
2-mc owen avenue_2024,58,26.7,0.4603448275862069
2-mcclellan street_2017,1377,314.9,0.2286855482933914
2-mcclellan street_2018,2562,696.3,0.2717798594847775
2-mcclellan street_2019,756,188.0,0.24867724867724866
2-mcclellan street_2021,1605,454.8,0.2833644859813084
2-mcclellan street_2022,928,239.4,0.25797413793103446
2-mcclellan street_2024,319,75.8,0.23761755485893415
2-mcdonald street_2017,308,93.6,0.3038961038961039
2-mcdonald street_2018,570,196.2,0.34421052631578947
2-mcdonald street_2019,168,63.3,0.3767857142857143
2-mcdonald street_2021,292,126.0,0.4315068493150685
2-mcdonald street_2022,170,61.2,0.36000000000000004
2-mcdonald street_2024,58,24.3,0.4189655172413793
2-mcgraw avenue_2017,1379,346.1,0.2509789702683104
2-mcgraw avenue_2018,2544,719.9,0.28297955974842764
2-mcgraw avenue_2019,756,222.2,0.2939153439153439
2-mcgraw avenue_2021,1314,467.7,0.3559360730593607
2-mcgraw avenue_2022,765,245.8,0.32130718954248366
2-mcgraw avenue_2024,261,79.5,0.3045977011494253
2-mde nb en van cortlandt prk south_2017,153,45.7,0.29869281045751633
2-mde nb en van cortlandt prk south_2018,282,116.2,0.41205673758865247
2-mde nb en van cortlandt prk south_2019,84,34.2,0.4071428571428572
2-mde nb en van cortlandt prk south_2021,146,68.5,0.4691780821917808
2-mde nb en van cortlandt prk south_2022,85,38.8,0.4564705882352941
2-mde nb en van cortlandt prk south_2024,29,14.8,0.5103448275862069
2-mde nb entrance willis avenue brdg_2017,765,170.4,0.2227450980392157
2-mde nb entrance willis avenue brdg_2018,1425,425.9,0.29887719298245613
2-mde nb entrance willis avenue brdg_2019,420,148.7,0.354047619047619
2-mde nb entrance willis avenue brdg_2021,725,261.3,0.3604137931034483
2-mde nb entrance willis avenue brdg_2022,430,170.0,0.3953488372093023
2-mde nb entrance willis avenue brdg_2024,174,62.2,0.3574712643678161
2-mde sb en van cortlandt prk south_2017,459,145.9,0.3178649237472767
2-mde sb en van cortlandt prk south_2018,846,319.9,0.37813238770685575
2-mde sb en van cortlandt prk south_2019,252,103.8,0.4119047619047619
2-mde sb en van cortlandt prk south_2021,438,187.0,0.4269406392694064
2-mde sb en van cortlandt prk south_2022,255,119.7,0.46941176470588236
2-mde sb en van cortlandt prk south_2024,87,41.2,0.4735632183908046
2-mde sb entrance grand cncrse_2017,918,322.3,0.3510893246187364
2-mde sb entrance grand cncrse_2018,1710,630.4,0.3686549707602339
2-mde sb entrance grand cncrse_2019,504,208.8,0.4142857142857143
2-mde sb entrance grand cncrse_2021,876,368.8,0.42100456621004567
2-mde sb entrance grand cncrse_2022,505,235.8,0.46693069306930696
2-mde sb entrance grand cncrse_2024,232,108.6,0.46810344827586203
2-mde sb entrance macombs dam brdg_2017,612,239.5,0.39133986928104575
2-mde sb entrance macombs dam brdg_2018,1140,516.6,0.45315789473684215
2-mde sb entrance macombs dam brdg_2019,336,151.3,0.45029761904761906
2-mde sb entrance macombs dam brdg_2021,584,288.1,0.4933219178082192
2-mde sb entrance macombs dam brdg_2022,340,170.4,0.5011764705882353
2-mde sb entrance macombs dam brdg_2024,116,52.1,0.4491379310344828
2-mde sb entrance west fordham road_2017,306,122.8,0.4013071895424837
2-mde sb entrance west fordham road_2018,564,257.2,0.45602836879432623
2-mde sb entrance west fordham road_2019,168,78.4,0.4666666666666667
2-mde sb entrance west fordham road_2021,294,150.3,0.5112244897959184
2-mde sb entrance west fordham road_2022,170,100.8,0.5929411764705882
2-mde sb entrance west fordham road_2024,87,41.2,0.4735632183908046
2-mde southbound en exterior street_2017,612,201.8,0.32973856209150326
2-mde southbound en exterior street_2018,1140,443.1,0.3886842105263158
2-mde southbound en exterior street_2019,336,148.4,0.4416666666666667
2-mde southbound en exterior street_2021,584,272.1,0.4659246575342466
2-mde southbound en exterior street_2022,339,171.6,0.5061946902654867
2-mde southbound en exterior street_2024,116,54.9,0.4732758620689655
2-mde southbound exit 13_2017,153,44.3,0.2895424836601307
2-mde southbound exit 13_2018,282,109.7,0.3890070921985816
2-mde southbound exit 13_2019,84,32.2,0.38333333333333336
2-mde southbound exit 13_2021,146,57.8,0.3958904109589041
2-mde southbound exit 13_2022,85,41.2,0.4847058823529412
2-mde southbound exit 13_2024,29,13.8,0.47586206896551725
2-mead street_2017,306,82.1,0.26830065359477123
2-mead street_2018,564,146.6,0.2599290780141844
2-mead street_2019,168,51.7,0.30773809523809526
2-mead street_2021,290,90.2,0.3110344827586207
2-mead street_2022,172,53.4,0.31046511627906975
2-mead street_2024,58,20.2,0.3482758620689655
2-meagher avenue_2017,1542,176.5,0.11446173800259403
2-meagher avenue_2018,2860,404.8,0.14153846153846153
2-meagher avenue_2019,840,118.7,0.1413095238095238
2-meagher avenue_2021,1451,369.2,0.25444521019986216
2-meagher avenue_2022,850,209.4,0.2463529411764706
2-meagher avenue_2024,290,43.7,0.1506896551724138
2-melrose avenue_2017,2601,930.1,0.3575932333717801
2-melrose avenue_2018,4812,1876.8,0.3900249376558603
2-melrose avenue_2019,1512,618.8,0.4092592592592592
2-melrose avenue_2021,2627,1165.4,0.4436239055957366
2-melrose avenue_2022,1514,705.9,0.4662483487450462
2-melrose avenue_2024,551,259.1,0.47023593466424685
2-melville street_2017,306,82.4,0.26928104575163403
2-melville street_2018,564,140.8,0.249645390070922
2-melville street_2019,168,46.4,0.2761904761904762
2-melville street_2021,292,90.2,0.30890410958904113
2-melville street_2022,170,53.8,0.3164705882352941
2-melville street_2024,58,17.2,0.296551724137931
2-mermaid lane_2017,907,11.7,0.012899669239250275
2-mermaid lane_2018,1710,33.2,0.019415204678362576
2-mermaid lane_2019,504,0.8,0.0015873015873015873
2-mermaid lane_2021,874,9.9,0.011327231121281464
2-mermaid lane_2022,512,0.0,0.0
2-mermaid lane_2024,174,0.0,0.0
2-mermaid lane_2025,1,0.0,0.0
2-merriam avenue_2017,612,152.8,0.24967320261437911
2-merriam avenue_2018,1140,331.7,0.29096491228070176
2-merriam avenue_2019,336,92.1,0.2741071428571428
2-merriam avenue_2021,584,193.5,0.3313356164383562
2-merriam avenue_2022,337,81.7,0.242433234421365
2-merriam avenue_2024,116,30.6,0.2637931034482759
2-merrill street_2017,459,102.7,0.22374727668845318
2-merrill street_2018,846,226.6,0.2678486997635934
2-merrill street_2019,252,70.8,0.28095238095238095
2-merrill street_2021,435,134.8,0.3098850574712644
2-merrill street_2022,258,81.8,0.31705426356589145
2-merrill street_2024,87,27.0,0.3103448275862069
2-merritt avenue_2017,765,192.5,0.25163398692810457
2-merritt avenue_2018,1430,426.0,0.29790209790209793
2-merritt avenue_2019,420,138.4,0.32952380952380955
2-merritt avenue_2021,730,232.5,0.3184931506849315
2-merritt avenue_2022,425,131.2,0.30870588235294116
2-merritt avenue_2024,145,42.8,0.29517241379310344
2-merry avenue_2017,460,110.2,0.23956521739130435
2-merry avenue_2018,857,184.1,0.21481913652275378
2-merry avenue_2019,252,69.1,0.2742063492063492
2-merry avenue_2021,438,133.0,0.3036529680365297
2-merry avenue_2022,255,79.4,0.31137254901960787
2-merry avenue_2024,87,21.0,0.2413793103448276
2-metcalf avenue_2017,2142,675.7,0.315452847805789
2-metcalf avenue_2018,3948,1179.4,0.29873353596757857
2-metcalf avenue_2019,1176,394.8,0.33571428571428574
2-metcalf avenue_2021,2037,806.8,0.3960726558664703
2-metcalf avenue_2022,1194,490.2,0.41055276381909545
2-metcalf avenue_2024,406,150.3,0.3701970443349754
2-metcalf avenue extension_2017,153,0.0,0.0
2-metcalf avenue extension_2018,282,10.2,0.036170212765957444
2-metcalf avenue extension_2019,84,0.0,0.0
2-metcalf avenue extension_2021,145,0.0,0.0
2-metcalf avenue extension_2022,86,0.0,0.0
2-metcalf avenue extension_2024,29,0.0,0.0
2-metropolitan avenue_2017,4294,1173.0,0.27317186772240337
2-metropolitan avenue_2018,7936,2312.2,0.2913558467741935
2-metropolitan avenue_2019,2352,836.9,0.3558248299319728
2-metropolitan avenue_2021,4088,1586.8,0.388160469667319
2-metropolitan avenue_2022,2369,858.6,0.3624314056563951
2-metropolitan avenue_2024,812,268.4,0.33054187192118223
2-metropolitan avenue_2025,1,0.0,0.0
2-metropolitan oval_2017,1530,413.4,0.27019607843137255
2-metropolitan oval_2018,2820,718.5,0.2547872340425532
2-metropolitan oval_2019,840,294.2,0.35023809523809524
2-metropolitan oval_2021,1460,568.3,0.3892465753424657
2-metropolitan oval_2022,843,332.5,0.3944246737841044
2-metropolitan oval_2024,290,105.8,0.36482758620689654
2-metropolitan oval_2025,1,0.0,0.0
2-meyers street_2017,153,38.4,0.25098039215686274
2-meyers street_2018,286,75.2,0.2629370629370629
2-meyers street_2019,84,28.6,0.3404761904761905
2-meyers street_2021,146,51.8,0.3547945205479452
2-meyers street_2022,85,26.9,0.3164705882352941
2-meyers street_2024,29,10.6,0.36551724137931035
2-mickle avenue_2017,2148,529.6,0.24655493482309127
2-mickle avenue_2018,4001,1078.8,0.269632591852037
2-mickle avenue_2019,1176,308.4,0.26224489795918365
2-mickle avenue_2021,2044,711.1,0.3478962818003914
2-mickle avenue_2022,1276,408.5,0.320141065830721
2-mickle avenue_2024,435,148.1,0.3404597701149425
2-mickle avenue_2025,2,0.0,0.0
2-middletown road_2017,3222,1140.7,0.35403476101800124
2-middletown road_2018,5995,2260.7,0.3770975813177648
2-middletown road_2019,1764,681.9,0.3865646258503401
2-middletown road_2021,3066,1343.7,0.4382583170254403
2-middletown road_2022,1764,770.1,0.43656462585034017
2-middletown road_2024,609,302.1,0.4960591133004926
2-miles avenue_2017,3540,1052.2,0.2972316384180791
2-miles avenue_2018,6578,2240.6,0.34062024931590146
2-miles avenue_2019,1932,723.3,0.3743788819875776
2-miles avenue_2021,3357,1418.2,0.4224605302353292
2-miles avenue_2022,1956,923.2,0.4719836400817996
2-miles avenue_2024,667,284.8,0.4269865067466267
2-mill river road_2017,153,19.9,0.13006535947712417
2-mill river road_2018,282,20.7,0.07340425531914893
2-mill river road_2019,84,4.1,0.0488095238095238
2-mill river road_2021,146,2.2,0.015068493150684932
2-mill river road_2022,171,32.1,0.18771929824561404
2-mill river road_2024,58,6.5,0.11206896551724138
2-mill river road_2025,1,0.0,0.0
2-milton place_2017,308,83.2,0.27012987012987016
2-milton place_2018,572,165.6,0.2895104895104895
2-milton place_2019,168,59.2,0.3523809523809524
2-milton place_2021,292,96.7,0.33116438356164385
2-milton place_2022,170,54.9,0.32294117647058823
2-milton place_2024,58,15.2,0.26206896551724135
2-minerva place_2017,306,84.1,0.2748366013071895
2-minerva place_2018,564,168.7,0.29911347517730497
2-minerva place_2019,168,44.4,0.2642857142857143
2-minerva place_2021,292,111.0,0.3801369863013699
2-minerva place_2022,172,59.2,0.34418604651162793
2-minerva place_2024,58,22.2,0.38275862068965516
2-minford place_2017,306,67.5,0.22058823529411764
2-minford place_2018,564,121.8,0.21595744680851064
2-minford place_2019,168,47.3,0.28154761904761905
2-minford place_2021,292,98.0,0.3356164383561644
2-minford place_2022,168,50.9,0.30297619047619045
2-minford place_2024,58,16.2,0.2793103448275862
2-minnieford avenue_2017,1683,463.4,0.27534165181224
2-minnieford avenue_2018,3135,927.9,0.2959808612440191
2-minnieford avenue_2019,924,312.9,0.3386363636363636
2-minnieford avenue_2021,1606,535.5,0.3334371108343711
2-minnieford avenue_2022,1012,316.8,0.3130434782608696
2-minnieford avenue_2024,348,94.1,0.2704022988505747
2-miriam street_2017,152,26.0,0.17105263157894737
2-miriam street_2018,282,58.9,0.20886524822695035
2-miriam street_2019,84,7.3,0.0869047619047619
2-miriam street_2021,146,34.8,0.23835616438356164
2-miriam street_2022,85,16.3,0.19176470588235295
2-miriam street_2024,29,9.3,0.3206896551724138
2-mitchell place_2017,155,39.4,0.2541935483870968
2-mitchell place_2018,286,76.8,0.26853146853146853
2-mitchell place_2019,84,26.8,0.3190476190476191
2-mitchell place_2021,146,47.2,0.3232876712328767
2-mitchell place_2022,85,27.7,0.32588235294117646
2-mitchell place_2024,29,10.6,0.36551724137931035
2-mohegan avenue_2017,918,248.6,0.27080610021786494
2-mohegan avenue_2018,1692,481.7,0.28469267139479904
2-mohegan avenue_2019,504,155.0,0.30753968253968256
2-mohegan avenue_2021,876,302.4,0.34520547945205476
2-mohegan avenue_2022,510,183.2,0.3592156862745098
2-mohegan avenue_2024,174,62.2,0.3574712643678161
2-monroe avenue_2017,1530,315.8,0.20640522875816994
2-monroe avenue_2018,2820,560.5,0.19875886524822695
2-monroe avenue_2019,1008,217.2,0.21547619047619046
2-monroe avenue_2021,1740,502.8,0.2889655172413793
2-monroe avenue_2022,1032,301.8,0.2924418604651163
2-monroe avenue_2024,348,75.4,0.21666666666666667
2-monsignor halpin place_2017,308,85.7,0.27824675324675324
2-monsignor halpin place_2018,572,177.3,0.30996503496503497
2-monsignor halpin place_2019,168,64.1,0.381547619047619
2-monsignor halpin place_2021,292,108.8,0.37260273972602737
2-monsignor halpin place_2022,170,65.4,0.38470588235294123
2-monsignor halpin place_2024,58,19.4,0.33448275862068966
2-monterey avenue_2017,459,111.7,0.24335511982570807
2-monterey avenue_2018,846,184.7,0.21832151300236405
2-monterey avenue_2019,252,62.8,0.24920634920634918
2-monterey avenue_2021,438,134.5,0.3070776255707763
2-monterey avenue_2022,252,61.0,0.24206349206349206
2-monterey avenue_2024,87,18.9,0.21724137931034482
2-montgomery avenue_2017,612,187.7,0.3066993464052287
2-montgomery avenue_2018,1128,349.8,0.3101063829787234
2-montgomery avenue_2019,336,121.8,0.3625
2-montgomery avenue_2021,584,221.8,0.3797945205479452
2-montgomery avenue_2022,340,129.0,0.37941176470588234
2-montgomery avenue_2024,116,42.6,0.36724137931034484
2-montgomery place_2017,154,39.4,0.2558441558441558
2-montgomery place_2018,285,83.8,0.29403508771929826
2-montgomery place_2019,84,28.9,0.34404761904761905
2-montgomery place_2021,146,48.8,0.3342465753424657
2-montgomery place_2022,85,20.7,0.24352941176470588
2-montgomery place_2024,29,6.3,0.21724137931034482
2-monticello avenue_2017,1071,258.6,0.24145658263305325
2-monticello avenue_2018,2002,450.8,0.22517482517482518
2-monticello avenue_2019,588,149.7,0.2545918367346939
2-monticello avenue_2021,1022,361.6,0.3538160469667319
2-monticello avenue_2022,592,172.3,0.29104729729729734
2-monticello avenue_2024,203,58.1,0.28620689655172415
2-morgan avenue_2017,1229,345.1,0.28079739625711964
2-morgan avenue_2018,2283,638.5,0.27967586508979414
2-morgan avenue_2019,672,179.5,0.26711309523809523
2-morgan avenue_2021,1168,416.5,0.3565924657534247
2-morgan avenue_2022,672,247.3,0.3680059523809524
2-morgan avenue_2024,232,78.2,0.3370689655172414
2-morris avenue_2017,8873,3243.0,0.3654908148315113
2-morris avenue_2018,16710,6418.5,0.3841113105924596
2-morris avenue_2019,5460,2126.0,0.3893772893772894
2-morris avenue_2021,9592,4120.0,0.42952460383653046
2-morris avenue_2022,5654,2607.0,0.46108949416342415
2-morris avenue_2024,1972,902.2,0.45750507099391485
2-morris avenue_2025,2,0.0,0.0
2-morris park avenue_2017,6595,2626.3,0.39822592873388934
2-morris park avenue_2018,12174,5088.6,0.4179891572203056
2-morris park avenue_2019,3612,1568.2,0.4341638981173865
2-morris park avenue_2021,6278,2943.0,0.4687798661994266
2-morris park avenue_2022,3741,1759.2,0.4702485966319166
2-morris park avenue_2024,1276,589.5,0.46199059561128525
2-morrison avenue_2017,1224,396.5,0.32393790849673204
2-morrison avenue_2018,2256,754.6,0.3344858156028369
2-morrison avenue_2019,672,228.3,0.33973214285714287
2-morrison avenue_2021,1166,495.2,0.42469982847341337
2-morrison avenue_2022,676,279.2,0.41301775147928993
2-morrison avenue_2024,232,98.9,0.42629310344827587
2-morton place_2017,153,34.5,0.22549019607843138
2-morton place_2018,282,72.7,0.2578014184397163
2-morton place_2019,84,24.6,0.29285714285714287
2-morton place_2021,146,47.7,0.3267123287671233
2-morton place_2022,85,25.7,0.3023529411764706
2-morton place_2024,29,3.1,0.10689655172413794
2-mosholu avenue_2017,1683,979.4,0.5819370172311349
2-mosholu avenue_2018,3102,1896.4,0.6113475177304964
2-mosholu avenue_2019,924,582.8,0.6307359307359307
2-mosholu avenue_2021,1606,1091.4,0.6795765877957659
2-mosholu avenue_2022,924,618.5,0.6693722943722944
2-mosholu avenue_2024,348,231.3,0.6646551724137931
2-mosholu parkway_2017,4590,1734.1,0.3777995642701525
2-mosholu parkway_2018,9870,3774.2,0.3823910840932117
2-mosholu parkway_2019,2940,1242.2,0.4225170068027211
2-mosholu parkway_2021,5108,2345.3,0.45914252153484736
2-mosholu parkway_2022,2980,1473.4,0.49442953020134234
2-mosholu parkway_2024,1276,639.4,0.5010971786833855
2-mosholu parkway greenway_2018,282,52.3,0.1854609929078014
2-mosholu parkway greenway_2019,84,6.6,0.07857142857142857
2-mosholu parkway greenway_2021,145,25.6,0.17655172413793105
2-mosholu parkway greenway_2022,86,27.2,0.31627906976744186
2-mosholu parkway greenway_2024,29,3.2,0.11034482758620691
2-mosholu parkway nb exit_2017,153,67.7,0.442483660130719
2-mosholu parkway nb exit_2018,282,133.2,0.47234042553191485
2-mosholu parkway nb exit_2019,84,45.5,0.5416666666666666
2-mosholu parkway nb exit_2021,146,76.6,0.5246575342465754
2-mosholu parkway nb exit_2022,85,42.7,0.5023529411764707
2-mosholu parkway nb exit_2024,29,15.7,0.5413793103448276
2-mosholu parkway nb west gun hill road en_2017,153,43.2,0.2823529411764706
2-mosholu parkway nb west gun hill road en_2018,282,84.6,0.3
2-mosholu parkway nb west gun hill road en_2019,84,34.2,0.4071428571428572
2-mosholu parkway nb west gun hill road en_2021,146,52.2,0.3575342465753425
2-mosholu parkway nb west gun hill road en_2022,85,31.8,0.37411764705882355
2-mosholu parkway nb west gun hill road en_2024,29,13.8,0.47586206896551725
2-mosholu parkway sb exit_2017,459,154.7,0.337037037037037
2-mosholu parkway sb exit_2018,846,301.2,0.35602836879432626
2-mosholu parkway sb exit_2019,252,114.0,0.4523809523809524
2-mosholu parkway sb exit_2021,438,189.1,0.4317351598173516
2-mosholu parkway sb exit_2022,255,110.2,0.43215686274509807
2-mosholu parkway sb exit_2024,87,41.8,0.4804597701149425
2-mount eden parkway_2017,1377,427.2,0.310239651416122
2-mount eden parkway_2018,3384,1103.1,0.3259751773049645
2-mount eden parkway_2019,1008,331.0,0.32837301587301587
2-mount eden parkway_2021,1755,673.1,0.38353276353276355
2-mount eden parkway_2022,1023,435.9,0.426099706744868
2-mount eden parkway_2024,348,116.5,0.33477011494252873
2-mount eden parkway_2025,1,0.0,0.0
2-mount hope place_2017,459,113.6,0.24749455337690632
2-mount hope place_2018,846,242.9,0.2871158392434988
2-mount hope place_2019,420,98.1,0.23357142857142857
2-mount hope place_2021,728,246.8,0.33901098901098903
2-mount hope place_2022,427,129.8,0.30398126463700237
2-mount hope place_2024,145,36.8,0.2537931034482758
2-msgr cahill place_2017,306,77.0,0.25163398692810457
2-msgr cahill place_2018,572,158.2,0.27657342657342654
2-msgr cahill place_2019,168,56.5,0.33630952380952384
2-msgr cahill place_2021,292,96.8,0.33150684931506846
2-msgr cahill place_2022,170,49.1,0.2888235294117647
2-msgr cahill place_2024,58,19.2,0.3310344827586207
2-mulford avenue_2017,1078,318.6,0.29554730983302413
2-mulford avenue_2018,1997,632.2,0.3165748622934402
2-mulford avenue_2019,588,221.5,0.37670068027210885
2-mulford avenue_2021,1022,387.8,0.37945205479452054
2-mulford avenue_2022,588,216.8,0.3687074829931973
2-mulford avenue_2024,203,74.7,0.36798029556650247
2-muliner avenue_2017,1224,298.5,0.24387254901960784
2-muliner avenue_2018,2256,660.8,0.2929078014184397
2-muliner avenue_2019,672,209.8,0.31220238095238095
2-muliner avenue_2021,1168,418.7,0.35847602739726026
2-muliner avenue_2022,680,244.6,0.35970588235294115
2-muliner avenue_2024,232,97.1,0.41853448275862065
2-mullan place_2017,308,70.4,0.2285714285714286
2-mullan place_2018,572,152.0,0.26573426573426573
2-mullan place_2019,168,54.3,0.3232142857142857
2-mullan place_2021,293,65.6,0.22389078498293513
2-mullan place_2022,170,48.5,0.2852941176470588
2-mullan place_2024,58,14.6,0.2517241379310345
2-mulvey avenue_2017,153,37.1,0.24248366013071895
2-mulvey avenue_2018,285,82.8,0.2905263157894737
2-mulvey avenue_2019,84,28.8,0.34285714285714286
2-mulvey avenue_2021,146,59.4,0.40684931506849314
2-mulvey avenue_2022,85,32.2,0.3788235294117647
2-mulvey avenue_2024,29,11.6,0.39999999999999997
2-mundy lane_2017,765,208.7,0.27281045751633987
2-mundy lane_2018,1430,402.2,0.28125874125874123
2-mundy lane_2019,420,124.8,0.29714285714285715
2-mundy lane_2021,733,265.8,0.36261937244201914
2-mundy lane_2022,514,198.7,0.3865758754863813
2-mundy lane_2024,174,58.9,0.3385057471264368
2-murdock avenue_2017,1377,345.7,0.25105301379811185
2-murdock avenue_2018,2574,728.1,0.2828671328671329
2-murdock avenue_2019,756,234.2,0.3097883597883598
2-murdock avenue_2021,1314,479.1,0.36461187214611873
2-murdock avenue_2022,842,286.0,0.33966745843230406
2-murdock avenue_2024,290,82.1,0.28310344827586204
2-murray court_2017,151,17.3,0.11456953642384106
2-murray court_2018,285,66.2,0.23228070175438598
2-napier avenue_2017,612,232.3,0.37957516339869285
2-napier avenue_2018,1128,461.2,0.40886524822695036
2-napier avenue_2019,336,143.0,0.4255952380952381
2-napier avenue_2021,585,237.7,0.4063247863247863
2-napier avenue_2022,341,129.2,0.3788856304985337
2-napier avenue_2024,116,47.0,0.4051724137931034
2-naples terrace_2017,153,35.4,0.23137254901960783
2-naples terrace_2018,282,67.0,0.2375886524822695
2-naples terrace_2019,84,26.6,0.3166666666666667
2-naples terrace_2021,145,49.3,0.33999999999999997
2-naples terrace_2022,86,28.6,0.3325581395348837
2-naples terrace_2024,29,10.6,0.36551724137931035
2-narragansett avenue_2017,1232,302.6,0.24561688311688312
2-narragansett avenue_2018,2280,636.8,0.27929824561403505
2-narragansett avenue_2019,672,194.6,0.2895833333333333
2-narragansett avenue_2021,1168,447.7,0.38330479452054794
2-narragansett avenue_2022,680,253.2,0.37235294117647055
2-narragansett avenue_2024,232,84.7,0.36508620689655175
2-needham avenue_2017,2601,710.8,0.273279507881584
2-needham avenue_2018,4858,1532.9,0.3155413750514615
2-needham avenue_2019,1428,502.7,0.35203081232492994
2-needham avenue_2021,2482,937.0,0.3775181305398872
2-needham avenue_2022,1438,538.5,0.37447844228094573
2-needham avenue_2024,493,175.6,0.3561866125760649
2-needham avenue_2025,1,0.0,0.0
2-neill avenue_2017,3378,1168.1,0.3457963291888691
2-neill avenue_2018,6240,2579.6,0.4133974358974359
2-neill avenue_2019,1848,807.1,0.43674242424242427
2-neill avenue_2021,3190,1489.2,0.46683385579937303
2-neill avenue_2022,1870,903.1,0.48294117647058826
2-neill avenue_2024,638,308.6,0.4836990595611286
2-nelson avenue_2017,3060,899.2,0.2938562091503268
2-nelson avenue_2018,5688,1672.3,0.29400492264416317
2-nelson avenue_2019,1680,511.8,0.30464285714285716
2-nelson avenue_2021,2921,993.5,0.34012324546388223
2-nelson avenue_2022,1700,510.1,0.30005882352941177
2-nelson avenue_2024,580,172.5,0.2974137931034483
2-nelson avenue_2025,4,0.0,0.0
2-neptune court_2017,151,10.7,0.07086092715231787
2-neptune court_2018,285,12.2,0.04280701754385965
2-neptune court_2019,84,3.8,0.04523809523809524
2-neptune court_2021,146,7.8,0.05342465753424657
2-neptune court_2022,84,9.4,0.11190476190476191
2-neptune court_2024,29,1.8,0.06206896551724138
2-neptune lane_2017,604,0.0,0.0
2-neptune lane_2018,1140,15.0,0.013157894736842105
2-neptune lane_2019,336,0.0,0.0
2-neptune lane_2021,584,8.3,0.014212328767123288
2-neptune lane_2022,340,0.0,0.0
2-neptune lane_2024,116,0.0,0.0
2-neptune lane_2025,1,0.0,0.0
2-nereid avenue_2017,3978,1611.4,0.4050779286073404
2-nereid avenue_2018,7412,3196.8,0.4313005936319482
2-nereid avenue_2019,2184,1021.7,0.4678113553113553
2-nereid avenue_2021,3796,1856.5,0.48906743940990516
2-nereid avenue_2022,2210,1095.2,0.4955656108597285
2-nereid avenue_2024,841,399.9,0.4755053507728894
2-net nb entrance tillotson avenue_2017,459,56.0,0.12200435729847495
2-net nb entrance tillotson avenue_2018,858,147.6,0.17202797202797201
2-net nb entrance tillotson avenue_2019,252,40.4,0.1603174603174603
2-net nb entrance tillotson avenue_2021,438,97.5,0.2226027397260274
2-net nb entrance tillotson avenue_2022,255,55.9,0.2192156862745098
2-net nb entrance tillotson avenue_2024,87,19.9,0.22873563218390802
2-netherland avenue_2017,2601,694.0,0.26682045367166474
2-netherland avenue_2018,5640,1537.8,0.2726595744680851
2-netherland avenue_2019,1680,585.7,0.34863095238095243
2-netherland avenue_2021,2917,1047.2,0.35899897154610905
2-netherland avenue_2022,1872,494.3,0.2640491452991453
2-netherland avenue_2024,638,178.0,0.27899686520376177
2-netherland avenue_2025,1,0.0,0.0
2-new england thruway nb exit 11_2017,306,110.7,0.36176470588235293
2-new england thruway nb exit 11_2018,573,237.5,0.4144851657940663
2-new england thruway nb exit 11_2019,168,64.6,0.3845238095238095
2-new england thruway nb exit 11_2021,292,114.7,0.3928082191780822
2-new england thruway nb exit 11_2022,170,73.3,0.43117647058823527
2-new england thruway nb exit 11_2024,58,29.9,0.5155172413793103
2-new england thruway nb exit 13_2017,306,51.2,0.1673202614379085
2-new england thruway nb exit 13_2018,572,121.0,0.21153846153846154
2-new england thruway nb exit 13_2019,168,45.4,0.2702380952380952
2-new england thruway nb exit 13_2021,292,81.0,0.2773972602739726
2-new england thruway nb exit 13_2022,168,54.2,0.32261904761904764
2-new england thruway nb exit 13_2024,58,17.7,0.30517241379310345
2-new england thruway sb exit 13_2017,153,33.3,0.2176470588235294
2-new england thruway sb exit 13_2018,285,77.8,0.2729824561403509
2-new england thruway sb exit 13_2019,84,15.7,0.1869047619047619
2-new england thruway sb exit 13_2021,145,48.0,0.3310344827586207
2-new england thruway sb exit 13_2022,85,28.1,0.3305882352941177
2-new england thruway sb exit 13_2024,29,10.1,0.3482758620689655
2-new england thrwy nb exit 10_2017,459,134.7,0.29346405228758166
2-new england thrwy nb exit 10_2018,860,273.6,0.31813953488372093
2-new england thrwy nb exit 10_2019,252,81.5,0.32341269841269843
2-new england thrwy nb exit 10_2021,438,174.7,0.39885844748858446
2-new england thrwy nb exit 10_2022,255,91.0,0.3568627450980392
2-new england thrwy nb exit 10_2024,87,36.8,0.42298850574712643
2-new england thrwy nb exit 12_2017,459,54.6,0.11895424836601308
2-new england thrwy nb exit 12_2018,858,156.6,0.1825174825174825
2-new england thrwy nb exit 12_2019,252,21.2,0.08412698412698412
2-new england thrwy nb exit 12_2021,437,73.2,0.16750572082379864
2-new england thrwy nb exit 12_2022,256,71.9,0.280859375
2-new england thrwy nb exit 12_2024,89,14.9,0.16741573033707866
2-new england thrwy nb exit 12_2025,1,0.0,0.0
2-new england thrwy nb exit 9_2017,459,126.7,0.27603485838779956
2-new england thrwy nb exit 9_2018,858,308.8,0.3599067599067599
